,type,address,zip,price,date
6603,RESIDENTIAL,115 CENTRAL PARK WEST,10023,0,3/4/2019
6604,RESIDENTIAL,115 CENTRAL PARK WEST,10023,0,3/4/2019
6605,RESIDENTIAL,115 CENTRAL PARK WEST,10023,0,7/15/2019
6606,RESIDENTIAL,115 CENTRAL PARK WEST,10023,4475000,7/24/2019
6607,RESIDENTIAL,12 WEST 72ND STREET,10023,6500000,5/16/2019
6608,RESIDENTIAL,12 WEST 72ND STREET,10023,1630000,1/8/2019
6609,RESIDENTIAL,12 WEST 72ND STREET,10023,2375000,6/14/2019
6610,RESIDENTIAL,12 WEST 72ND STREET,10023,385000,8/27/2019
6611,RESIDENTIAL,12 WEST 72ND STREET,10023,735000,12/17/2019
6612,RESIDENTIAL,12 WEST 72 STREET,10023,1705000,1/23/2019
6613,RESIDENTIAL,20 WEST 72ND STREET,10023,1075000,3/22/2019
6614,RESIDENTIAL,20 WEST 72ND STREET,10023,835000,10/15/2019
6615,RESIDENTIAL,49 WEST 72ND STREET,10023,580000,1/11/2019
6616,RESIDENTIAL,49 WEST 72ND STREET,10023,585000,11/1/2019
6617,RESIDENTIAL,49 WEST 72ND STREET,10023,613000,12/19/2019
6618,RESIDENTIAL,49 WEST 72ND STREET,10023,376117,5/7/2019
6619,RESIDENTIAL,15 WEST 72ND STREET,10023,800000,4/29/2019
6620,RESIDENTIAL,15 WEST 72ND STREET,10023,1150000,10/28/2019
6621,RESIDENTIAL,15 WEST 72ND STREET,10023,2200000,5/13/2019
6622,RESIDENTIAL,15 WEST 72ND STREET,10023,2725000,5/3/2019
6623,RESIDENTIAL,15 WEST 72ND STREET,10023,3350000,6/19/2019
6624,RESIDENTIAL,15 WEST 72ND STREET,10023,2000000,1/31/2019
6625,RESIDENTIAL,15 WEST 72ND STREET,10023,860000,3/28/2019
6626,RESIDENTIAL,15 WEST 72ND STREET,10023,1600000,9/26/2019
6627,RESIDENTIAL,15 WEST 72ND STREET,10023,2600000,4/12/2019
6628,RESIDENTIAL,15 WEST 72ND STREET,10023,775000,6/26/2019
6629,RESIDENTIAL,15 WEST 72ND STREET,10023,2040188,1/7/2019
6630,RESIDENTIAL,15 WEST 72ND STREET,10023,0,1/17/2019
6631,RESIDENTIAL,15 WEST 72ND STREET,10023,925000,4/11/2019
6632,RESIDENTIAL,15 WEST 72ND STREET,10023,1985588,7/30/2019
6633,RESIDENTIAL,15 WEST 72ND STREET,10023,0,3/13/2019
6634,RESIDENTIAL,15 WEST 72ND STREET,10023,930000,8/1/2019
6635,RESIDENTIAL,1 WEST 72ND STREET,10023,5100000,8/22/2019
6636,RESIDENTIAL,1 WEST 72ND STREET,10023,4658494,6/26/2019
6637,RESIDENTIAL,1 WEST 72ND STREET,10023,300000,5/1/2019
6638,RESIDENTIAL,23 WEST 73RD STREET,10023,999000,8/15/2019
6639,RESIDENTIAL,23 WEST 73RD STREET,10023,2650000,10/17/2019
6640,RESIDENTIAL,23 WEST 73RD STREET,10023,1675000,11/14/2019
6641,RESIDENTIAL,23 WEST 73RD STREET,10023,837500,11/27/2019
6642,RESIDENTIAL,23 WEST 73RD STREET,10023,2754000,3/4/2019
6643,RESIDENTIAL,23 WEST 73RD STREET,10023,1860000,10/30/2019
6644,RESIDENTIAL,23 WEST 73RD,10023,4400000,6/20/2019
6645,RESIDENTIAL,23 WEST 73RD STREET,10023,720000,4/22/2019
6646,RESIDENTIAL,16 WEST 74TH STREET,10023,850000,6/24/2019
6647,RESIDENTIAL,16 WEST 74TH STREET,10023,725000,11/25/2019
6648,RESIDENTIAL,16 WEST 74TH STREET,10023,875000,8/27/2019
6649,RESIDENTIAL,52 WEST 74TH STREET,10023,1060600,1/30/2019
6650,RESIDENTIAL,29 WEST 74TH STREET,10023,800000,1/31/2019
6651,RESIDENTIAL,145 CENTRAL PARK WEST,10023,14500000,6/24/2019
6652,RESIDENTIAL,145 CENTRAL PARK WEST,10023,2875000,10/24/2019
6653,RESIDENTIAL,22 WEST 76TH STREET,10023,999999,2/27/2019
6654,RESIDENTIAL,16 WEST 77TH STREET,10024,2200000,11/15/2019
6655,RESIDENTIAL,20 WEST 77TH STREET,10024,3825000,1/14/2019
6656,RESIDENTIAL,20 WEST 77TH STREET,10024,2900000,9/11/2019
6657,RESIDENTIAL,40 W 77TH ST,10024,0,5/31/2019
6658,RESIDENTIAL,40 WEST 77TH STREET,10024,1775000,5/22/2019
6659,RESIDENTIAL,40 WEST 77TH STREET,10024,1999000,8/28/2019
6660,RESIDENTIAL,40 WEST 77TH STREET,10024,450000,8/14/2019
6661,RESIDENTIAL,40 WEST 77TH STREET,10024,1600000,8/27/2019
6662,RESIDENTIAL,44 WEST 77TH STREET,10024,0,4/18/2019
6663,RESIDENTIAL,44 WEST 77TH STREET,10024,901000,3/6/2019
6664,RESIDENTIAL,165 WEST 66TH STREET,10023,1040000,11/22/2019
6665,RESIDENTIAL,165 WEST 66TH STREET,10023,1420000,1/4/2019
6666,RESIDENTIAL,165 WEST 66TH STREET,10023,450000,7/25/2019
6667,RESIDENTIAL,165 WEST 66TH STREET,10023,480000,7/23/2019
6668,RESIDENTIAL,165 WEST 66TH ST,10023,0,12/2/2019
6669,RESIDENTIAL,165 WEST 66TH STREET,10023,785000,3/8/2019
6670,RESIDENTIAL,165 WEST 66 STREET,10023,595835,3/22/2019
6671,RESIDENTIAL,165 WEST 66TH STREET,10023,420000,1/30/2019
6672,RESIDENTIAL,165 WEST 66 STREET,10023,527490,7/11/2019
6673,RESIDENTIAL,165 WEST 66TH STREET,10023,440000,8/12/2019
6674,RESIDENTIAL,165 WEST 66 STREET,10023,1400000,7/25/2019
6675,RESIDENTIAL,165 WEST 66TH STREET,10023,0,5/17/2019
6676,RESIDENTIAL,165 WEST 66TH STREET,10023,815000,2/28/2019
6677,RESIDENTIAL,165 WEST 66TH STREET,10023,948000,1/31/2019
6678,RESIDENTIAL,165 WEST 66 STREET,10023,0,9/14/2019
6679,RESIDENTIAL,165 WEST 66 STREET,10023,0,5/30/2019
6680,RESIDENTIAL,165 WEST 66TH STREET,10023,650000,3/6/2019
6681,RESIDENTIAL,130 WEST 67TH STREET,10023,815000,7/8/2019
6682,RESIDENTIAL,130 WEST 67TH STREET,10023,580000,8/7/2019
6683,RESIDENTIAL,130 WEST 67TH STREET,10023,800000,5/10/2019
6684,RESIDENTIAL,130 WEST 67TH STREET,10023,650000,6/14/2019
6685,RESIDENTIAL,140 WEST 69 STREET,10023,410000,8/28/2019
6686,RESIDENTIAL,140 WEST 69 STREET,10023,395000,3/26/2019
6687,RESIDENTIAL,140 WEST 69TH STREET,10023,0,9/5/2019
6688,RESIDENTIAL,140 WEST 69TH STREET,10023,182500,9/25/2019
6689,RESIDENTIAL,140 WEST 69TH STREET,10023,0,4/2/2019
6690,RESIDENTIAL,140 WEST 69TH STREET,10023,1320000,3/7/2019
6691,RESIDENTIAL,140 WEST 69 STREET,10023,370000,8/22/2019
6692,RESIDENTIAL,140 WEST 69TH STREET,10023,0,1/31/2019
6693,RESIDENTIAL,140 WEST 69TH STREET,10023,0,7/11/2019
6694,RESIDENTIAL,140 WEST 69TH STREET,10023,0,8/29/2019
6695,RESIDENTIAL,114 WEST 70TH STREET,10023,2075000,9/26/2019
6696,RESIDENTIAL,114 WEST 70TH ST,10023,600000,9/27/2019
6697,RESIDENTIAL,140 WEST 71ST STREET,10023,590000,6/24/2019
6698,RESIDENTIAL,140 WEST 71ST STREET,10023,0,3/28/2019
6699,RESIDENTIAL,119 W 71ST ST,10023,2000000,6/12/2019
6700,RESIDENTIAL,119 WEST 71ST STREET,10023,965000,10/29/2019
6701,RESIDENTIAL,116 WEST 72ND STREET,10023,212333,12/6/2019
6702,RESIDENTIAL,118 WEST 72ND STREET,10023,425000,2/27/2019
6703,RESIDENTIAL,118 WEST 72ND STREET,10023,390000,2/27/2019
6704,RESIDENTIAL,121 WEST 72ND STREET,10023,0,4/11/2019
6705,RESIDENTIAL,121 WEST 72ND STREET,10023,350000,12/17/2019
6706,RESIDENTIAL,121 WEST 72ND STREET,10023,0,10/16/2019
6707,RESIDENTIAL,126 WEST 73RD STREET,10023,305000,10/23/2019
6708,RESIDENTIAL,126 WEST 73RD STREET,10023,620000,8/9/2019
6709,RESIDENTIAL,175 WEST 73RD STREET,10023,582500,1/29/2019
6710,RESIDENTIAL,175 WEST 73RD STREET,10023,925000,8/26/2019
6711,RESIDENTIAL,175 WEST 73RD STREET,10023,635000,10/3/2019
6712,RESIDENTIAL,105 WEST 73RD STREET,10023,950000,10/15/2019
6713,RESIDENTIAL,105 WEST 73RD STREET,10023,1275000,9/9/2019
6714,RESIDENTIAL,105 WEST 73 STREET,10023,725000,7/29/2019
6715,RESIDENTIAL,140 WEST 74TH STREET,10023,725000,2/6/2019
6716,RESIDENTIAL,170 WEST 74TH STREET,10023,489500,10/23/2019
6717,RESIDENTIAL,170 WEST 74TH STREET,10023,0,6/18/2019
6718,RESIDENTIAL,170 WEST 74TH STREET,10023,600000,12/17/2019
6719,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6720,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6721,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6722,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6723,RESIDENTIAL,151 WEST 74TH STREET,10023,1455000,2/6/2019
6724,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6725,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6726,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6727,RESIDENTIAL,151 WEST 74TH STREET,10023,1080000,10/30/2019
6728,RESIDENTIAL,151 WEST 74TH STREET,10023,3712500,9/13/2019
6729,RESIDENTIAL,123 WEST 74TH STREET,10023,1462500,8/15/2019
6730,RESIDENTIAL,166 WEST 76TH STREET,10023,345000,9/10/2019
6731,RESIDENTIAL,166 WEST 76TH STREET,10023,675000,6/6/2019
6732,RESIDENTIAL,166 WEST 76TH STREET,10023,679000,1/29/2019
6733,RESIDENTIAL,170 WEST 76TH STREET,10023,1055000,10/24/2019
6734,RESIDENTIAL,160 WEST 77TH STREET,10024,1215000,3/25/2019
6735,RESIDENTIAL,160 WEST 77 STREET,10024,1638750,7/16/2019
6736,RESIDENTIAL,120 WEST 78TH STREET,10024,425000,10/10/2019
6737,RESIDENTIAL,120 WEST 78TH STREET,10024,960000,7/16/2019
6738,RESIDENTIAL,118 WEST 79TH STREET,10024,2900000,2/8/2019
6739,RESIDENTIAL,164 WEST 79TH STREET,10024,2320000,8/27/2019
6740,RESIDENTIAL,230 WEST END AVENUE,10023,328000,3/1/2019
6741,RESIDENTIAL,230 WEST END AVENUE,10023,0,10/25/2019
6742,RESIDENTIAL,243 WEST 70TH STREET,10023,730000,5/1/2019
6743,RESIDENTIAL,243 WEST 70TH STREET,10023,0,7/25/2019
6744,RESIDENTIAL,235 WEST 70TH STREET,10023,645000,12/19/2019
6745,RESIDENTIAL,235 WEST 70TH STREET,10023,585000,9/12/2019
6746,RESIDENTIAL,225 WEST 70TH STREET,10023,451500,5/20/2019
6747,RESIDENTIAL,201 WEST 70TH STREET,10023,0,10/29/2019
6748,RESIDENTIAL,201 WEST 70TH STREET,10023,1700000,11/13/2019
6749,RESIDENTIAL,201 WEST 70TH STREET,10023,2050000,9/5/2019
6750,RESIDENTIAL,201 WEST 70 ST,10023,615000,6/19/2019
6751,RESIDENTIAL,201 WEST 70TH STREET,10023,0,9/25/2019
6752,RESIDENTIAL,201 WEST 70TH STREET,10023,0,9/4/2019
6753,RESIDENTIAL,201 WEST 70TH STREET,10023,755000,9/4/2019
6754,RESIDENTIAL,201 WEST 70TH STREET,10023,2050000,6/6/2019
6755,RESIDENTIAL,201 WEST 70TH STREET,10023,815000,6/20/2019
6756,RESIDENTIAL,201 WEST 70TH STREET,10023,1137500,7/9/2019
6757,RESIDENTIAL,201 WEST 70 STREET,10023,850000,6/4/2019
6758,RESIDENTIAL,201 WEST 70TH STREET,10023,1915000,6/20/2019
6759,RESIDENTIAL,201 WEST 70TH STREET,10023,1045076,11/4/2019
6760,RESIDENTIAL,201 WEST 70TH STREET,10023,1270000,10/29/2019
6761,RESIDENTIAL,201 WEST 70TH STREET,10023,0,7/18/2019
6762,RESIDENTIAL,201 WEST 70TH STREET,10023,1185000,2/14/2019
6763,RESIDENTIAL,201 WEST 70TH STREET,10023,875000,7/23/2019
6764,RESIDENTIAL,201 WEST 70TH STREET,10023,948500,9/13/2019
6765,RESIDENTIAL,201 WEST 70TH STREET,10023,990000,3/1/2019
6766,RESIDENTIAL,246 WEST END AVENUE,10023,1854875,6/4/2019
6767,RESIDENTIAL,246 WEST END AVENUE,10023,1040000,12/18/2019
6768,RESIDENTIAL,246 WEST END AVENUE,10023,900000,3/7/2019
6769,RESIDENTIAL,246 WEST END AVENUE,10023,693000,12/17/2019
6770,RESIDENTIAL,260 WEST END AVENUE,10023,999999,1/3/2019
6771,RESIDENTIAL,260 WEST END AVENUE,10023,650000,7/22/2019
6772,RESIDENTIAL,260 WEST END AVENUE,10023,800000,5/14/2019
6773,RESIDENTIAL,260 WEST END AVE,10023,790000,5/14/2019
6774,RESIDENTIAL,269 WEST 72ND STREET,10023,730000,11/6/2019
6775,RESIDENTIAL,269 WEST 72ND STREET,10023,591500,9/24/2019
6776,RESIDENTIAL,270 WEST END AVE,10023,2950000,10/1/2019
6777,RESIDENTIAL,290 WEST END AVENUE,10023,2850000,6/3/2019
6778,RESIDENTIAL,290 WEST END AVENUE,10023,1450000,10/16/2019
6779,RESIDENTIAL,300 WEST END AVENUE,10023,5513720,6/13/2019
6780,RESIDENTIAL,300 WEST END AVENUE,10023,5800000,6/21/2019
6781,RESIDENTIAL,251 WEST 74TH STREET,10023,350000,5/8/2019
6782,RESIDENTIAL,251-253 WEST 74TH STREET,10023,636406,10/18/2019
6783,RESIDENTIAL,245 WEST 74TH STREET,10023,0,5/22/2019
6784,RESIDENTIAL,250 WEST 75TH STREET,10023,490000,1/11/2019
6785,RESIDENTIAL,250 WEST 75TH STREET,10023,665000,5/31/2019
6786,RESIDENTIAL,310 WEST END AVENUE,10023,970000,1/10/2019
6787,RESIDENTIAL,310 WEST END AVENUE,10023,1655000,5/7/2019
6788,RESIDENTIAL,310 WEST END AVENUE,10023,450000,7/30/2019
6789,RESIDENTIAL,240 WEST 75TH STREET,10023,1050000,9/20/2019
6790,RESIDENTIAL,320 WEST END AVENUE,10023,0,1/31/2019
6791,RESIDENTIAL,336 WEST END AVENUE,10023,915000,8/15/2019
6792,RESIDENTIAL,336 WEST END AVENUE,10023,2715000,10/7/2019
6793,RESIDENTIAL,336 WEST END AVENUE,10023,1750000,8/21/2019
6794,RESIDENTIAL,336 WEST END AVENUE,10023,390000,2/1/2019
6795,RESIDENTIAL,336 WEST END AVENUE,10023,2208000,4/10/2019
6796,RESIDENTIAL,336 WEST END AVENUE,10023,0,2/1/2019
6797,RESIDENTIAL,336 WEST END AVENUE,10023,860000,4/26/2019
6798,RESIDENTIAL,330 WEST END AVENUE,10023,1450000,4/3/2019
6799,RESIDENTIAL,2166 BROADWAY,10024,985000,8/20/2019
6800,RESIDENTIAL,2166 BROADWAY,10024,1300000,5/6/2019
6801,RESIDENTIAL,2166 BROADWAY,10024,0,3/1/2019
6802,RESIDENTIAL,210 WEST 78TH,10024,790000,5/10/2019
6803,RESIDENTIAL,210 WEST 78TH STREET,10024,2065000,3/1/2019
6804,RESIDENTIAL,215 W 78TH STREET,10024,0,1/26/2019
6805,RESIDENTIAL,215 WEST 78 STREET,10024,1075000,8/27/2019
6806,RESIDENTIAL,303 W 66TH STREET,10023,705000,8/29/2019
6807,RESIDENTIAL,303 WEST 66TH STREET,10023,950000,11/14/2019
6808,RESIDENTIAL,303 W 66TH STREET,10023,0,10/3/2019
6809,RESIDENTIAL,303 WEST 66TH STREET,10023,955000,9/20/2019
6810,RESIDENTIAL,303 WEST 66TH STREET,10023,740000,9/10/2019
6811,RESIDENTIAL,303 WEST 66TH STREET,10023,950000,11/5/2019
6812,RESIDENTIAL,303 WEST 66TH ST,10023,999000,9/25/2019
6813,RESIDENTIAL,303 WEST 66TH STREET,10023,640000,9/12/2019
6814,RESIDENTIAL,303 W. 66TH STREET,10023,0,6/5/2019
6815,RESIDENTIAL,303 WEST 66TH ST,10023,945000,10/29/2019
6816,RESIDENTIAL,303 WEST 66TH STREET,10023,1000000,5/23/2019
6817,RESIDENTIAL,303 WEST 66TH STREET,10023,995000,9/23/2019
6818,RESIDENTIAL,303 WEST 66TH STREET,10023,0,7/18/2019
6819,RESIDENTIAL,303 WEST 66TH STREET,10023,0,2/28/2019
6820,RESIDENTIAL,345 WEST 70 STREET,10023,960000,6/10/2019
6821,RESIDENTIAL,315 WEST 70TH STREET,10023,682500,7/18/2019
6822,RESIDENTIAL,315 WEST 70TH STREET,10023,860000,10/16/2019
6823,RESIDENTIAL,315 WEST 70TH STREET,10023,2375000,4/3/2019
6824,RESIDENTIAL,315 WEST 70TH STREET,10023,0,9/5/2019
6825,RESIDENTIAL,315 WEST 70TH STREET,10023,705000,8/19/2019
6826,RESIDENTIAL,243 WEST END AVENUE,10023,415000,7/29/2019
6827,RESIDENTIAL,243 WEST END AVENUE,10023,400000,6/4/2019
6828,RESIDENTIAL,243 WEST END AVENUE,10023,410000,7/25/2019
6829,RESIDENTIAL,243 WEST END AVENUE,10023,410000,4/17/2019
6830,RESIDENTIAL,243 WEST END AVENUE,10023,418000,11/14/2019
6831,RESIDENTIAL,255 WEST END AVENUE,10023,575000,5/2/2019
6832,RESIDENTIAL,300 WEST 72ND STREET,10023,650000,3/28/2019
6833,RESIDENTIAL,300 WEST 72ND STREET,10023,700000,2/13/2019
6834,RESIDENTIAL,300 WEST 72ND STREET,10023,467500,8/6/2019
6835,RESIDENTIAL,310 WEST 72ND STREET,10023,1550000,8/22/2019
6836,RESIDENTIAL,310 WEST 72ND STREET,10023,1362319,6/4/2019
6837,RESIDENTIAL,322 WEST 72ND STREET,10023,1250000,11/5/2019
6838,RESIDENTIAL,322 WEST 72ND STREET,10023,2500000,8/8/2019
6839,RESIDENTIAL,322 WEST 72ND STREET,10023,1500000,11/21/2019
6840,RESIDENTIAL,322 W 72ND ST,10023,1150000,9/6/2019
6841,RESIDENTIAL,330 WEST 72ND STREET,10023,1589000,8/8/2019
6842,RESIDENTIAL,340 WEST 72 STREET,10023,0,11/22/2019
6843,RESIDENTIAL,340 WEST 72 STREET,10023,2662016,8/22/2019
6844,RESIDENTIAL,340 WEST 72 STREET,10023,0,3/5/2019
6845,RESIDENTIAL,340 WEST 72 STREET,10023,0,1/11/2019
6846,RESIDENTIAL,340 WEST 72 STREET,10023,0,2/8/2019
6847,RESIDENTIAL,340 WEST 72 STREET,10023,0,2/8/2019
6848,RESIDENTIAL,340 WEST 72 STREET,10023,0,4/8/2019
6849,RESIDENTIAL,340 WEST 72 STREET,10023,0,8/7/2019
6850,RESIDENTIAL,340 WEST 72 STREET,10023,1582281,5/20/2019
6851,RESIDENTIAL,340 WEST 72 STREET,10023,4019263,3/14/2019
6852,RESIDENTIAL,340 WEST 72 STREET,10023,0,11/22/2019
6853,RESIDENTIAL,340 WEST 72 STREET,10023,0,4/8/2019
6854,RESIDENTIAL,340 WEST 72 STREET,10023,3362735,5/15/2019
6855,RESIDENTIAL,340 WEST 72 STREET,10023,3866795,3/28/2019
6856,RESIDENTIAL,340 WEST 72 STREET,10023,0,11/22/2019
6857,RESIDENTIAL,340 WEST 72 STREET,10023,0,2/8/2019
6858,RESIDENTIAL,340 WEST 72 STREET,10023,0,1/11/2019
6859,RESIDENTIAL,340 WEST 72 STREET,10023,0,4/8/2019
6860,RESIDENTIAL,340 WEST 72 STREET,10023,0,8/7/2019
6861,RESIDENTIAL,340 WEST 72 STREET,10023,0,3/5/2019
6862,RESIDENTIAL,340 WEST 72 STREET,10023,0,1/11/2019
6863,RESIDENTIAL,305 WEST 72ND STREET,10023,1862500,2/25/2019
6864,RESIDENTIAL,263 WEST END AVENUE,10023,810000,6/18/2019
6865,RESIDENTIAL,263 WEST END AVENUE,10023,810000,10/28/2019
6866,RESIDENTIAL,263 WEST END AVENUE,10023,0,6/6/2019
6867,RESIDENTIAL,263 WEST END AVENUE,10023,0,12/2/2019
6868,RESIDENTIAL,263 WEST END AVENUE,10023,810000,1/29/2019
6869,RESIDENTIAL,263 WEST END AVENUE,10023,700000,11/14/2019
6870,RESIDENTIAL,263 WEST END AVENUE,10023,850000,3/14/2019
6871,RESIDENTIAL,277 WEST END AVE.,10023,2300000,12/11/2019
6872,RESIDENTIAL,277 WEST END AVENUE,10023,0,7/11/2019
6873,RESIDENTIAL,277 WEST END AVENUE,10023,0,7/16/2019
6874,RESIDENTIAL,277 WEST END AVENUE,10023,3400000,10/4/2019
6875,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,1959400,12/6/2019
6876,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,2195000,7/24/2019
6877,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,2340000,9/26/2019
6878,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1900000,6/24/2019
6879,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,499999,9/24/2019
6880,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1660000,7/1/2019
6881,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,925000,10/3/2019
6882,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1435000,3/6/2019
6883,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1380000,2/26/2019
6884,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,2235000,10/7/2019
6885,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,675000,10/30/2019
6886,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,0,8/29/2019
6887,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,2500000,2/27/2019
6888,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,2375000,7/2/2019
6889,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1225000,3/27/2019
6890,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,670000,4/29/2019
6891,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,2600000,12/2/2019
6892,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,889000,10/30/2019
6893,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,790000,3/27/2019
6894,RESIDENTIAL,315 WEST END AVENUE,10023,1960000,9/27/2019
6895,RESIDENTIAL,315 WEST END AVENUE,10023,2180000,12/27/2019
6896,RESIDENTIAL,315 WEST END AVE,10023,1075000,7/26/2019
6897,RESIDENTIAL,304 WEST 75TH STREET,10023,355000,6/17/2019
6898,RESIDENTIAL,304 WEST 75TH STREET,10023,732328,4/18/2019
6899,RESIDENTIAL,304 W 75TH STREET,10023,537000,8/21/2019
6900,RESIDENTIAL,304 WEST 75TH STREET,10023,800000,12/12/2019
6901,RESIDENTIAL,304 WEST 75TH STREET,10023,580000,3/6/2019
6902,RESIDENTIAL,304 WEST 75TH STREET,10023,397500,7/29/2019
6903,RESIDENTIAL,304 WEST 75TH STREET,10023,495000,11/14/2019
6904,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,560000,3/20/2019
6905,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,407000,6/28/2019
6906,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,890000,4/10/2019
6907,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,2510000,11/19/2019
6908,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,1050000,9/18/2019
6909,RESIDENTIAL,333 WEST END AVENUE,10023,2600000,5/10/2019
6910,RESIDENTIAL,320 WEST 76TH STREET,10023,1100000,7/3/2019
6911,RESIDENTIAL,320 WEST 76TH STREET,10023,775000,5/1/2019
6912,RESIDENTIAL,50 RIVERSIDE DR,10024,2900000,12/5/2019
6913,RESIDENTIAL,50 RIVERSIDE DRIVE,10024,2750000,3/25/2019
6914,RESIDENTIAL,50 RIVERSIDE DRIVE,10024,1450000,7/24/2019
6915,RESIDENTIAL,50 RIVERSIDE DR,10024,0,5/16/2019
6916,RESIDENTIAL,375 WEST END AVENUE,10024,1884628,9/24/2019
6917,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,1457500,2/6/2019
6918,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,2980000,2/14/2019
6919,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,485000,9/16/2019
6920,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,1250000,5/13/2019
6921,RESIDENTIAL,60 RIVERSIDE DRIVE,10024,1675000,9/10/2019
6922,RESIDENTIAL,60 RIVERSIDE DRIVE,10024,1825000,10/15/2019
6923,RESIDENTIAL,60 RIVERSIDE DRIVE,10024,0,1/3/2019
6924,RESIDENTIAL,321 WEST 78TH STREET,10024,850000,3/19/2019
6925,RESIDENTIAL,321 WEST 78TH STREET,10024,775000,7/8/2019
6926,RESIDENTIAL,302 WEST 79TH STREET,10024,1100000,1/31/2019
6927,RESIDENTIAL,302 WEST 79TH STREET,10024,1070000,3/15/2019
6928,RESIDENTIAL,310 WEST 79TH STREET,10024,492500,2/11/2019
6929,RESIDENTIAL,316 WEST 79TH STREET,10024,2300000,10/31/2019
6930,RESIDENTIAL,316 WEST 79TH STREET,10024,0,5/20/2019
6931,RESIDENTIAL,260 COLUMBUS AVENUE,10023,6746000,6/27/2019
6932,RESIDENTIAL,631 WEST 59TH STREET,10019,0,8/23/2019
6933,RESIDENTIAL,30 WEST 61ST STREET,10023,0,4/17/2019
6934,RESIDENTIAL,30 WEST 61ST STREET,10023,0,7/19/2019
6935,RESIDENTIAL,30 WEST 61ST STREET,10023,1600000,8/21/2019
6936,RESIDENTIAL,30 WEST 61ST STREET,10023,0,5/9/2019
6937,RESIDENTIAL,30 WEST 61ST STREET,10023,1466280,9/13/2019
6938,RESIDENTIAL,30 WEST 61ST STREET,10023,0,2/25/2019
6939,RESIDENTIAL,30 WEST 61ST STREET,10023,0,2/14/2019
6940,RESIDENTIAL,30 WEST 61ST STREET,10023,630000,8/16/2019
6941,RESIDENTIAL,30 WEST 61ST STREET,10023,0,4/2/2019
6942,RESIDENTIAL,30 WEST 61ST STREET,10023,1450000,6/6/2019
6943,RESIDENTIAL,30 WEST 61ST STREET,10023,1575000,5/1/2019
6944,RESIDENTIAL,1 CENTRAL PARK WEST,10023,10300000,1/11/2019
6945,RESIDENTIAL,1 CENTRAL PARK WEST,10023,6100000,9/16/2019
6946,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,11/25/2019
6947,RESIDENTIAL,1 CENTRAL PARK WEST,10023,7150000,3/19/2019
6948,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,10/9/2019
6949,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,3/7/2019
6950,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,1/17/2019
6951,RESIDENTIAL,1 CENTRAL PARK WEST,10023,3150000,1/10/2019
6952,RESIDENTIAL,1 CENTRAL PARK WEST,10023,17100000,6/26/2019
6953,RESIDENTIAL,1 CENTRAL PARK WEST,10023,18000000,6/21/2019
6954,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,6/17/2019
6955,RESIDENTIAL,43 WEST 61ST STREET,10023,0,10/22/2019
6956,RESIDENTIAL,43 WEST 61ST STREET,10023,1095000,4/8/2019
6957,RESIDENTIAL,43 WEST 61ST STREET,10023,935000,6/21/2019
6958,RESIDENTIAL,43 WEST 61ST STREET,10023,0,10/22/2019
